# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'branch-instructions'
# Event count (approx.): 4978103875
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                              
# ........  .......  ..........................  ....................................................................................................................................................................................................................................................................
#
     0.01%  test     [kernel.kallsyms]             [k] update_min_vruntime
     0.01%  test     [kernel.kallsyms]             [k] hrtimer_active
     0.01%  test     libc.so.6                     [.] _IO_do_write@@GLIBC_2.2.5
     0.01%  test     [kernel.kallsyms]             [k] trigger_load_balance
     0.01%  test     [kernel.kallsyms]             [k] exit_to_user_mode_loop
     0.01%  test     [kernel.kallsyms]             [k] tick_sched_handle
     0.01%  test     [kernel.kallsyms]             [k] update_sg_lb_stats
     0.01%  test     [kernel.kallsyms]             [k] __cgroup_account_cputime_field
     0.01%  test     [kernel.kallsyms]             [k] domain_dirty_limits
     0.01%  test     [kernel.kallsyms]             [k] vm_get_page_prot
     0.01%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.01%  test     [nvidia]                      [k] _nv039862rm
     0.01%  test     libstdc++.so.6.0.30           [.] std::filesystem::__cxx11::path::_List::_List(std::filesystem::__cxx11::path::_List const&)
     0.01%  test     [kernel.kallsyms]             [k] pollwake
     0.01%  test     [kernel.kallsyms]             [k] folio_alloc
     0.01%  test     [kernel.kallsyms]             [k] _raw_spin_lock_irqsave
     0.01%  test     [kernel.kallsyms]             [k] __flush_smp_call_function_queue
     0.01%  test     [kernel.kallsyms]             [k] __mark_inode_dirty
     0.01%  test     [kernel.kallsyms]             [k] p4d_offset
     0.01%  test     [nvidia]                      [k] _nv047719rm
     0.01%  test     libgomp.so.1.0.0              [.] 0x000000000000efb2
     0.01%  test     libjpeg.so.8.2.2              [.] jpeg_default_colorspace
     0.01%  test     [kernel.kallsyms]             [k] vma_merge
     0.01%  test     [kernel.kallsyms]             [k] policy_node
     0.01%  test     [kernel.kallsyms]             [k] read_tsc
     0.01%  test     [kernel.kallsyms]             [k] hrtimer_interrupt
     0.01%  test     [kernel.kallsyms]             [k] __kmem_cache_free
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004ba4a
     0.01%  test     [kernel.kallsyms]             [k] _raw_spin_lock_irq
     0.01%  test     [kernel.kallsyms]             [k] arch_get_unmapped_area_topdown
     0.01%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.01%  test     [kernel.kallsyms]             [k] alloc_pages
     0.01%  test     [kernel.kallsyms]             [k] vm_stat_account
     0.01%  test     [kernel.kallsyms]             [k] ext4_mb_free_metadata
     0.01%  test     [kernel.kallsyms]             [k] mas_prev_slot
     0.01%  test     libtbb.so.12.12               [.] tbb::detail::d1::rw_scoped_lock<tbb::detail::d1::rw_mutex>::rw_scoped_lock(tbb::detail::d1::rw_mutex&, bool)
     0.01%  test     [kernel.kallsyms]             [k] build_detached_freelist
     0.01%  test     [kernel.kallsyms]             [k] page_counter_uncharge
     0.01%  test     [kernel.kallsyms]             [k] irq_work_run_list
     0.01%  test     test                          [.] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
     0.01%  test     [kernel.kallsyms]             [k] change_pte_range
     0.01%  test     [kernel.kallsyms]             [k] ___slab_alloc
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000005980
     0.01%  test     [kernel.kallsyms]             [k] current_time
     0.01%  test     libopencv_imgcodecs.so.4.9.0  [.] cv::findEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .isra.0]
     0.01%  test     [kernel.kallsyms]             [k] folio_mapping
     0.01%  test     [kernel.kallsyms]             [k] __get_obj_cgroup_from_memcg
     0.01%  test     [kernel.kallsyms]             [k] check_cpu_stall
     0.01%  test     libgomp.so.1.0.0              [.] 0x000000000000f0ef
     0.01%  test     [kernel.kallsyms]             [k] lru_add_drain_cpu
     0.01%  test     [kernel.kallsyms]             [k] exc_page_fault
     0.00%  test     [kernel.kallsyms]             [k] inotify_merge
     0.00%  test     libopencv_imgcodecs.so.4.9.0  [.] cv::imwrite(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, cv::_InputArray const&, std::vector<int, std::allocator<int> > const&)
     0.00%  test     [kernel.kallsyms]             [k] asm_sysvec_call_function
     0.00%  test     test                          [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const
     0.00%  test     [kernel.kallsyms]             [k] get_unused_fd_flags
     0.00%  test     [kernel.kallsyms]             [k] native_sched_clock
     0.00%  test     [nvidia]                      [k] _nv011241rm
     0.00%  test     [kernel.kallsyms]             [k] ktime_get_update_offsets_now
     0.00%  test     [kernel.kallsyms]             [k] dma_pool_alloc
     0.00%  test     [kernel.kallsyms]             [k] newidle_balance
     0.00%  test     [kernel.kallsyms]             [k] kmem_cache_alloc
     0.00%  test     [kernel.kallsyms]             [k] calc_global_load_tick
     0.00%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.00%  test     [kernel.kallsyms]             [k] __mem_cgroup_uncharge_list
     0.00%  test     test                          [.] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000019006
     0.00%  test     [kernel.kallsyms]             [k] smp_call_function_many_cond
     0.00%  test     [kernel.kallsyms]             [k] vma_prepare
     0.00%  test     libgomp.so.1.0.0              [.] 0x00000000000207be
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf4d
     0.00%  test     libgomp.so.1.0.0              [.] 0x000000000000f0ff
     0.00%  test     [kernel.kallsyms]             [k] wbc_detach_inode
     0.00%  test     [kernel.kallsyms]             [k] __folio_throttle_swaprate
     0.00%  test     [kernel.kallsyms]             [k] fsnotify_handle_inode_event.isra.0
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::ParallelLoopBody::~ParallelLoopBody()@plt
     0.00%  test     [kernel.kallsyms]             [k] ext4_truncate
     0.00%  test     libgomp.so.1.0.0              [.] 0x000000000000efd4
     0.00%  test     [kernel.kallsyms]             [k] _raw_read_lock
     0.00%  test     [kernel.kallsyms]             [k] fault_in_readable
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000017a8f
     0.00%  test     [kernel.kallsyms]             [k] locks_remove_posix
     0.00%  test     [nvidia]                      [k] _nv043224rm
     0.00%  test     libgomp.so.1.0.0              [.] 0x0000000000020600
     0.00%  test     [kernel.kallsyms]             [k] _find_first_bit
     0.00%  test     [nvidia]                      [k] nvidia_isr
     0.00%  test     [kernel.kallsyms]             [k] fpregs_assert_state_consistent
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::getCoreTlsData()
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000017a40
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048df3
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000169e4
     0.00%  test     [kernel.kallsyms]             [k] process_echoes
     0.00%  test     [kernel.kallsyms]             [k] pte_alloc_one
     0.00%  test     [kernel.kallsyms]             [k] ksys_write
     0.00%  test     [kernel.kallsyms]             [k] fsnotify_perm.part.0
     0.00%  test     [kernel.kallsyms]             [k] rw_verify_area
     0.00%  test     libgomp.so.1.0.0              [.] 0x000000000000f0db
     0.00%  test     [kernel.kallsyms]             [k] from_kuid
     0.00%  test     [kernel.kallsyms]             [k] rb_next
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000271db
     0.00%  test     [kernel.kallsyms]             [k] kfree
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007339
     0.00%  test     [kernel.kallsyms]             [k] ext4_claim_free_clusters
     0.00%  test     [kernel.kallsyms]             [k] ext4_get_group_info
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015600
     0.00%  test     [kernel.kallsyms]             [k] __irq_exit_rcu
     0.00%  test     [kernel.kallsyms]             [k] atime_needs_update
     0.00%  test     [kernel.kallsyms]             [k] raw_spin_rq_lock_nested
     0.00%  test     [kernel.kallsyms]             [k] native_flush_tlb_one_user
     0.00%  test     [kernel.kallsyms]             [k] filemap_unaccount_folio
     0.00%  test     [kernel.kallsyms]             [k] submit_bio_noacct
     0.00%  test     [kernel.kallsyms]             [k] rcu_segcblist_pend_cbs
     0.00%  test     [kernel.kallsyms]             [k] __block_commit_write.constprop.0
     0.00%  test     [kernel.kallsyms]             [k] rcu_segcblist_extract_done_cbs
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::Mat::getDefaultAllocator()
     0.00%  test     [kernel.kallsyms]             [k] mod_memcg_state
     0.00%  test     [nvidia]                      [k] _nv014863rm
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000059eb
     0.00%  test     [kernel.kallsyms]             [k] put_prev_task_fair
     0.00%  test     [kernel.kallsyms]             [k] error_return
     0.00%  test     [kernel.kallsyms]             [k] __filemap_fdatawrite_range
     0.00%  test     [kernel.kallsyms]             [k] flush_tlb_func
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000206c1
     0.00%  test     [kernel.kallsyms]             [k] __tlb_remove_page_size
     0.00%  test     [kernel.kallsyms]             [k] mem_cgroup_update_tree
     0.00%  test     [kernel.kallsyms]             [k] native_set_pte
     0.00%  test     [kernel.kallsyms]             [k] __fsnotify_parent
     0.00%  test     [nvidia]                      [k] _nv043314rm
     0.00%  test     [kernel.kallsyms]             [k] bio_alloc_bioset
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015f05
     0.00%  test     [kernel.kallsyms]             [k] fault_in_iov_iter_readable
     0.00%  test     [kernel.kallsyms]             [k] ext4_discard_preallocations
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee0
     0.00%  test     [kernel.kallsyms]             [k] filemap_add_folio
     0.00%  test     [kernel.kallsyms]             [k] rcu_core
     0.00%  test     [kernel.kallsyms]             [k] strlen
     0.00%  test     [kernel.kallsyms]             [k] bio_associate_blkg_from_css
     0.00%  test     libc.so.6                     [.] _IO_file_xsputn@@GLIBC_2.2.5
     0.00%  test     [kernel.kallsyms]             [k] policy_nodemask
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000023658
     0.00%  test     [kernel.kallsyms]             [k] lookup_bh_lru
     0.00%  test     [kernel.kallsyms]             [k] rcu_cblist_dequeue
     0.00%  test     [kernel.kallsyms]             [k] llist_reverse_order
     0.00%  test     [kernel.kallsyms]             [k] alloc_fd
     0.00%  test     [kernel.kallsyms]             [k] __filemap_get_folio
     0.00%  test     libgomp.so.1.0.0              [.] 0x000000000000f0d0
     0.00%  test     [kernel.kallsyms]             [k] ext4_setattr
     0.00%  test     [kernel.kallsyms]             [k] _find_next_and_bit
     0.00%  test     [kernel.kallsyms]             [k] dma_direct_unmap_sg
     0.00%  test     [kernel.kallsyms]             [k] __wake_up_common_lock
     0.00%  test     [kernel.kallsyms]             [k] mempolicy_slab_node
     0.00%  test     libm.so.6                     [.] __atan2f
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a0
     0.00%  test     libc.so.6                     [.] syscall
     0.00%  test     libjpeg.so.8.2.2              [.] jinit_forward_dct
     0.00%  test     [kernel.kallsyms]             [k] get_obj_cgroup_from_current
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7f
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::TLSDataContainer::getData() const
     0.00%  test     [kernel.kallsyms]             [k] jbd2_write_access_granted
     0.00%  test     libc.so.6                     [.] _IO_fwrite
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a50
     0.00%  test     [kernel.kallsyms]             [k] cpuacct_account_field
     0.00%  test     [kernel.kallsyms]             [k] __put_anon_vma
     0.00%  test     libgomp.so.1.0.0              [.] 0x00000000000207c3
     0.00%  test     [kernel.kallsyms]             [k] syscall_enter_from_user_mode
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000270f8
     0.00%  test     test                          [.] std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&)
     0.00%  test     libgomp.so.1.0.0              [.] 0x00000000000206bf
     0.00%  test     [kernel.kallsyms]             [k] propagate_protected_usage
     0.00%  test     [kernel.kallsyms]             [k] pick_next_task_stop
     0.00%  test     libstdc++.so.6.0.30           [.] std::filesystem::__cxx11::path::has_filename() const
     0.00%  test     [kernel.kallsyms]             [k] __check_heap_object
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027222
     0.00%  test     [kernel.kallsyms]             [k] truncate_cleanup_folio
     0.00%  test     libc.so.6                     [.] fclose@@GLIBC_2.2.5
     0.00%  test     [kernel.kallsyms]             [k] __fdget_pos
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf1c
